,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
287,Jun 2000,38,Britney Spears,Baby One More Time,3266.7209999999995,52,29,73,45,-,-,Pop
288,Jun 2000,39,Papa Roach,Infest,3251.0679999999998,19,-,-,-,-,-,Rock
289,Jun 2000,40,Celine Dion,All The Way... A Decade Of Songs,3239.0029999999997,22,49,80,-,-,41,
290,Jun 2000,41,No Doubt,Return Of Saturn,3180.075,24,-,47,-,-,35,Pop
291,Jun 2000,42,Hans Zimmer & Lise Gerrard,Gladiator,3175.946,66,17,20,37,-,28,
292,Jun 2000,43,Vitamin C,Vitamin C,3155.5229999999997,29,-,-,-,-,-,
293,Jun 2000,44,Original Soundtrack,Romeo Must Die,3142.1929999999998,25,-,11,-,-,15,
294,Jun 2000,45,Iron Maiden,Brave New World,3107.176,39,7,3,3,-,33,
295,Jun 2000,46,Bloodhound Gang,Hooray For Boobies,3059.028,26,83,33,-,9,-,Rock
296,Jun 2000,47,Pink,Can't Take Me Home,3007.695,44,73,85,-,-,48,
297,Jun 2000,48,Savage Garden,Affirmation,2953.498,41,85,-,-,-,3,Pop
298,Jun 2000,49,Bon Jovi,Crush,2923.8379999999997,-,1,1,6,-,1,Rock & Roll
299,Jun 2000,50,The Backstreet Boys,Millennium,2899.203,33,61,95,-,-,-,
300,Jul 2000,1,Eminem,The Marshall Mathers LP,11888.409,1,1,3,5,1,9,Rap
301,Jul 2000,2,Britney Spears,Oops!... I Did It Again,10116.551,2,10,2,7,2,5,Pop
302,Jul 2000,3,Eric Clapton & BB King,Riding With The King,7923.611999999999,3,19,2,13,-,17,
303,Jul 2000,4,Bon Jovi,Crush,7145.279,9,8,1,17,4,3,Rock & Roll
304,Jul 2000,5,Santana,Supernatural,7048.496,10,10,4,3,10,20,Rock
305,Jul 2000,6,N Sync,No Strings Attached,6505.923000000001,5,93,74,-,5,20,
306,Jul 2000,7,Kid Rock,The History Of Rock,6257.323,4,-,15,-,4,-,Rock
307,Jul 2000,8,Whitney Houston,Whitney Houston's Greatest Hits,5855.16,20,5,8,-,-,25,Pop
308,Jul 2000,9,Matchbox Twenty,Mad Season,5638.937,8,-,23,-,8,1,
309,Jul 2000,10,Creed,Human Clay,5538.034000000001,6,-,-,-,8,-,Rock
310,Jul 2000,11,Moby,Play,5526.682,49,2,48,1,-,2,
311,Jul 2000,12,Dr Dre,Dr. Dre -- 2001,5488.184,15,12,57,48,-,-,
312,Jul 2000,13,Original Soundtrack,Mission: Impossible 2,5388.071,11,-,6,22,4,3,
313,Jul 2000,14,Toni Braxton,The Heat,5258.016,19,43,17,33,-,40,R&B/Soul
314,Jul 2000,15,Red Hot Chili Peppers,Californication,5230.048,23,23,11,59,9,4,Rock
315,Jul 2000,16,Sting,Brand New Day,5090.766,20,13,26,-,-,-,Rock
316,Jul 2000,17,Destiny's Child,The Writing's On The Wall,5031.84,14,17,94,66,-,15,R&B/Soul
317,Jul 2000,18,Sisqo,Unleash The Dragon,4985.833,16,46,67,53,-,28,
318,Jul 2000,19,Deftones,White Pony,4848.539000000001,3,13,11,23,8,2,Metal
319,Jul 2000,20,Papa Roach,Infest,4816.125,8,-,-,-,-,-,Rock
320,Jul 2000,21,Three 6 Mafia,"When The Smoke Clears Sixty 6, Sixty 1",4518.503,6,-,-,-,-,-,
321,Jul 2000,22,Three Doors Down,The Better Life,4495.229,10,-,-,-,-,-,
322,Jul 2000,23,Joe Thomas,My Name Is Joe,4353.73,14,-,-,-,-,43,R&B/Soul
323,Jul 2000,24,Macy Gray,On How Life Is,4184.744000000001,26,30,76,72,-,14,Hip-Hop/Rap
324,Jul 2000,25,Busta Rhymes,Anarchy,4146.354,4,38,63,72,-,-,Hip-Hop/Rap
325,Jul 2000,26,Various Artists,Totally Hits 2,3806.344,18,-,-,-,-,-,Hip-Hop/Rap
326,Jul 2000,27,Shania Twain,Come On Over,3609.2709999999997,62,20,-,7,-,31,Country
327,Jul 2000,28,Limp Bizkit,Significant Other,3589.6409999999996,41,39,32,-,-,17,Alternative
328,Jul 2000,29,Don Henley,Inside Job,3545.817,14,-,69,-,-,-,Rock
329,Jul 2000,30,The Dixie Chicks,Fly,3510.7790000000005,21,-,-,-,-,-,
330,Jul 2000,31,Cypress Hill,Skull & Bones,3463.165,27,-,60,-,-,50,Hip-Hop/Rap
331,Jul 2000,32,Original Soundtrack,Romeo Must Die,3439.134,45,-,6,-,-,23,
332,Jul 2000,33,Nelly,Country Grammar,3438.237,3,-,-,-,-,-,Hip-Hop/Rap
333,Jul 2000,34,Marc Anthony,Marc Anthony,3397.223,36,-,39,-,-,-,World/International
334,Jul 2000,35,A Perfect Circle,Mer De Noms,3350.6740000000004,23,-,99,-,-,15,
335,Jul 2000,36,Christina Aguilera,Christina Aguilera,3342.255,32,80,-,-,-,-,Pop
336,Jul 2000,37,Lil' Kim,The Notorious K.I.M.,3298.107,4,67,76,70,-,-,Rap
337,Jul 2000,38,Original Soundtrack,Shaft,3289.5879999999997,22,-,-,-,-,-,
338,Jul 2000,39,blink-182,Enema Of The State,3277.281,63,18,84,-,-,10,Rock
339,Jul 2000,40,Big Tymers,I Got That Work,3268.6679999999997,25,-,-,-,-,-,
340,Jul 2000,41,Next,Welcome II Nextasy,3250.4320000000002,12,99,-,-,-,-,
341,Jul 2000,42,DMX,...And Then There Was X,3208.028,27,-,-,-,-,-,Hip-Hop/Rap
342,Jul 2000,43,Eminem,The Slim Shady Lp,3176.347,44,10,-,-,-,-,Rap
343,Jul 2000,44,Enrique Iglesias,Enrique,3145.17,51,-,35,71,10,-,Pop
344,Jul 2000,45,Jay-Z,Vol 3: Life & Times of S Carter,3106.288,30,-,-,-,-,-,
345,Jul 2000,46,Celine Dion,All The Way... A Decade Of Songs,3056.408,43,49,-,-,-,-,
346,Jul 2000,47,Kid Rock,Devil Without A Cause,3000.907,29,-,-,-,-,-,Rock
347,Jul 2000,48,Hans Zimmer & Lise Gerrard,Gladiator,2996.478,91,22,20,14,-,-,
348,Jul 2000,49,The Backstreet Boys,Millennium,2985.8940000000002,46,60,-,-,-,-,
349,Jul 2000,50,Savage Garden,Affirmation,2981.134,58,15,-,-,-,1,Pop
350,Aug 2000,1,Britney Spears,Oops!... I Did It Again,10374.184000000001,2,8,2,14,2,18,Pop
351,Aug 2000,2,Eminem,The Marshall Mathers LP,10152.278,1,2,7,2,1,8,Rap
352,Aug 2000,3,Eric Clapton & BB King,Riding With The King,7230.880999999999,10,29,2,19,-,13,
353,Aug 2000,4,N Sync,No Strings Attached,7020.533,5,32,53,-,3,35,
354,Aug 2000,5,Red Hot Chili Peppers,Californication,6757.645,14,9,8,51,5,9,Rock
355,Aug 2000,6,Nelly,Country Grammar,6637.303000000001,1,-,-,-,-,-,Hip-Hop/Rap
356,Aug 2000,7,Various Artists,Now 4,6631.135,1,-,-,-,-,-,Hip-Hop/Rap
357,Aug 2000,8,Santana,Supernatural,6499.1269999999995,24,10,7,2,-,21,Rock
358,Aug 2000,9,Bon Jovi,Crush,5987.765,28,18,1,30,9,13,Rock & Roll
359,Aug 2000,10,Dr Dre,Dr. Dre -- 2001,5977.411,14,25,37,28,8,-,
360,Aug 2000,11,Creed,Human Clay,5782.593000000001,6,-,-,-,3,-,Rock
361,Aug 2000,12,Destiny's Child,The Writing's On The Wall,5773.108,11,11,-,-,5,6,R&B/Soul
362,Aug 2000,13,Sting,Brand New Day,5516.215999999999,10,29,39,-,-,-,Rock
363,Aug 2000,14,Moby,Play,5478.026999999999,49,5,49,1,-,1,
364,Aug 2000,15,Papa Roach,Infest,5464.223000000001,5,-,-,-,9,50,Rock
365,Aug 2000,16,Original Soundtrack,Nutty Professor II: The Klumps,5389.757,4,-,-,-,4,42,
366,Aug 2000,17,Three Doors Down,The Better Life,5265.905,8,-,-,-,6,-,
367,Aug 2000,18,Toni Braxton,The Heat,5247.174,17,51,33,42,-,47,R&B/Soul
368,Aug 2000,19,Original Soundtrack,Mission: Impossible 2,4960.403,30,-,3,14,5,8,
369,Aug 2000,20,Kid Rock,The History Of Rock,4929.105,12,-,16,-,6,-,Rock
370,Aug 2000,21,Whitney Houston,Whitney Houston's Greatest Hits,4763.544,36,5,19,-,-,22,Pop
371,Aug 2000,22,Various Artists,Ryde Or Die Vol. II,4623.771,5,-,-,-,-,-,Hip-Hop/Rap
372,Aug 2000,23,Matchbox Twenty,Mad Season,4399.215999999999,14,-,50,-,-,13,
373,Aug 2000,24,Everclear,Songs From An American Movie - Vol 1: Learning How To Smile,4236.687,9,51,-,-,3,31,
374,Aug 2000,25,Sisqo,Unleash The Dragon,4217.019,29,46,80,39,-,41,
375,Aug 2000,26,Joe Thomas,My Name Is Joe,4134.9929999999995,16,-,-,-,-,-,R&B/Soul
376,Aug 2000,27,The Corrs,In Blue,4116.451,-,1,1,2,-,2,Pop
377,Aug 2000,28,Macy Gray,On How Life Is,3974.988,30,32,97,-,-,26,Hip-Hop/Rap
378,Aug 2000,29,Lil' Kim,The Notorious K.I.M.,3884.434,13,-,92,-,-,-,Rap
379,Aug 2000,30,Limp Bizkit,Significant Other,3882.336,54,39,13,-,-,29,Alternative
380,Aug 2000,31,Kelly Price,Mirror Mirror,3684.9970000000003,16,-,-,-,-,-,R&B/Soul
381,Aug 2000,32,DMX,...And Then There Was X,3503.2129999999997,23,-,-,-,-,-,Hip-Hop/Rap
382,Aug 2000,33,The Dixie Chicks,Fly,3485.836,23,-,-,-,-,-,
383,Aug 2000,34,Savage Garden,Affirmation,3453.507,59,7,-,-,-,6,Pop
384,Aug 2000,35,Three 6 Mafia,"When The Smoke Clears Sixty 6, Sixty 1",3412.389,21,-,-,-,-,-,
385,Aug 2000,36,Marc Anthony,Marc Anthony,3334.296,43,-,24,-,-,-,World/International
386,Aug 2000,37,Deftones,White Pony,3332.618,32,-,53,72,-,50,Metal
387,Aug 2000,38,Christina Aguilera,Christina Aguilera,3307.6859999999997,20,92,-,-,-,-,Pop
388,Aug 2000,39,Jessica Simpson,Sweet Kisses,3305.498,25,-,-,-,-,-,Pop
389,Aug 2000,40,Shania Twain,Come On Over,3301.087,73,28,-,9,-,41,Country
390,Aug 2000,41,Faith Hill,Breathe,3270.3379999999997,25,-,-,-,-,-,Country
391,Aug 2000,42,Pink,Can't Take Me Home,3264.175,41,44,-,-,-,43,
392,Aug 2000,43,Next,Welcome II Nextasy,3244.053,22,-,-,-,-,-,
393,Aug 2000,44,Billy Gilman,One Voice,3234.6679999999997,22,-,-,-,-,-,Country
394,Aug 2000,45,Big Tymers,I Got That Work,2999.6490000000003,33,-,-,-,-,-,
395,Aug 2000,46,Enrique Iglesias,Enrique,2961.7259999999997,56,-,40,-,8,24,Pop
396,Aug 2000,47,blink-182,Enema Of The State,2871.133,80,34,90,-,-,21,Rock
397,Aug 2000,48,Various Artists,Totally Hits 2,2858.5240000000003,24,-,-,-,-,-,Hip-Hop/Rap
398,Aug 2000,49,Busta Rhymes,Anarchy,2844.593,30,-,97,-,-,-,Hip-Hop/Rap
399,Aug 2000,50,A Perfect Circle,Mer De Noms,2831.259,46,88,-,-,-,18,
400,Sep 2000,1,Eminem,The Marshall Mathers LP,9660.996,2,3,11,2,1,11,Rap
401,Sep 2000,2,Britney Spears,Oops!... I Did It Again,9515.036,2,11,3,14,2,13,Pop
402,Sep 2000,3,Nelly,Country Grammar,7736.12,1,-,-,-,7,-,Hip-Hop/Rap
403,Sep 2000,4,Red Hot Chili Peppers,Californication,6599.035,13,13,5,41,5,7,Rock
404,Sep 2000,5,N Sync,No Strings Attached,6570.32,5,25,51,-,4,39,
405,Sep 2000,6,Eric Clapton & BB King,Riding With The King,6085.526,12,33,10,20,-,5,
406,Sep 2000,7,Creed,Human Clay,6013.794,4,-,-,-,3,-,Rock
407,Sep 2000,8,Bon Jovi,Crush,5641.4890000000005,22,18,4,31,-,11,Rock & Roll
408,Sep 2000,9,Various Artists,Now 4,5617.23,3,-,-,-,-,-,Hip-Hop/Rap
409,Sep 2000,10,Santana,Supernatural,5375.224,31,12,8,3,-,15,Rock
410,Sep 2000,11,Sting,Brand New Day,5373.746999999999,9,46,52,-,-,-,Rock
411,Sep 2000,12,Destiny's Child,The Writing's On The Wall,5339.856,12,17,-,-,5,6,R&B/Soul
412,Sep 2000,13,Three Doors Down,The Better Life,5306.468000000001,7,-,45,-,7,-,
413,Sep 2000,14,Moby,Play,5266.338000000001,45,8,41,1,-,4,
414,Sep 2000,15,Dr Dre,Dr. Dre -- 2001,5244.61,16,31,34,17,10,-,
415,Sep 2000,16,Papa Roach,Infest,5175.965999999999,7,-,-,-,5,50,Rock
416,Sep 2000,17,Original Soundtrack,Coyote Ugly,4780.829000000001,10,-,-,-,6,-,
417,Sep 2000,18,Toni Braxton,The Heat,4635.233,15,60,69,-,-,-,R&B/Soul
418,Sep 2000,19,Wyclef Jean,The Ecleftic: 2 Sides II A Book,4479.792,9,34,20,25,7,-,J-Pop
419,Sep 2000,20,De La Soul,Art Official Intelligence: Mosaic Thump,4040.562,9,-,21,26,-,32,Hip-Hop
420,Sep 2000,21,Original Soundtrack,Nutty Professor II: The Klumps,4020.4809999999998,10,-,67,-,-,-,
421,Sep 2000,22,Whitney Houston,Whitney Houston's Greatest Hits,3733.75,55,8,29,-,-,42,Pop
422,Sep 2000,23,Christina Aguilera,Christina Aguilera,3686.474,18,-,-,-,-,-,Pop
423,Sep 2000,24,The Corrs,In Blue,3679.19,21,3,1,5,-,2,Pop
424,Sep 2000,25,Limp Bizkit,Significant Other,3677.425,48,40,16,-,-,34,Alternative
425,Sep 2000,26,Pink,Can't Take Me Home,3643.8390000000004,32,32,-,-,-,44,
426,Sep 2000,27,Various Artists,The Source Hip-Hop Music Awards 2000--The Album,3601.9570000000003,17,-,-,-,-,-,Hip-Hop/Rap
427,Sep 2000,28,Kid Rock,The History Of Rock,3570.031,21,-,20,-,-,-,Rock
428,Sep 2000,29,Faith Hill,Breathe,3499.6679999999997,20,-,-,-,-,-,Country
429,Sep 2000,30,Joe Thomas,My Name Is Joe,3476.927,18,-,-,-,-,-,R&B/Soul
430,Sep 2000,31,Macy Gray,On How Life Is,3473.053,32,43,-,-,-,33,Hip-Hop/Rap
431,Sep 2000,32,Sisqo,Unleash The Dragon,3455.647,43,61,81,36,-,47,
432,Sep 2000,33,Original Soundtrack,Mission: Impossible 2,3428.683,44,-,7,17,-,12,
433,Sep 2000,34,Matchbox Twenty,Mad Season,3427.3190000000004,24,-,80,-,-,11,
434,Sep 2000,35,DMX,...And Then There Was X,3395.0570000000002,23,-,-,-,-,-,Hip-Hop/Rap
435,Sep 2000,36,Various Artists,Ryde Or Die Vol. II,3344.0370000000003,15,-,-,-,-,-,Hip-Hop/Rap
436,Sep 2000,37,Billy Gilman,One Voice,3290.822,22,-,-,-,-,-,Country
437,Sep 2000,38,Next,Welcome II Nextasy,3145.6220000000003,37,92,45,-,-,-,
438,Sep 2000,39,Savage Garden,Affirmation,3140.684,60,7,73,-,-,7,Pop
439,Sep 2000,40,Baha Men,Who Let The Dogs Out,3121.009,14,-,-,-,-,-,World/International
440,Sep 2000,41,The Dixie Chicks,Fly,3087.2540000000004,27,-,-,-,-,-,
441,Sep 2000,42,Yolanda Adams,Mountain High...Valley Low,3083.5759999999996,24,-,-,-,-,-,R&B/Soul
442,Sep 2000,43,Everclear,Songs From An American Movie - Vol 1: Learning How To Smile,3029.191,25,-,-,-,-,-,
443,Sep 2000,44,Big Tymers,I Got That Work,3014.3,30,-,-,-,-,-,
444,Sep 2000,45,Marc Anthony,Marc Anthony,2912.047,50,-,22,-,-,-,World/International
445,Sep 2000,46,Shania Twain,Come On Over,2880.111,83,29,-,11,-,40,Country
446,Sep 2000,47,Robbie Williams,Sing When You're Winning,2864.151,-,1,1,19,-,7,Pop
447,Sep 2000,48,Disturbed,The Sickness,2849.278,35,-,-,-,-,-,Metal
448,Sep 2000,49,Kelly Price,Mirror Mirror,2819.7990000000004,30,-,-,-,-,-,R&B/Soul
449,Sep 2000,50,Jessica Simpson,Sweet Kisses,2818.8959999999997,34,-,-,-,-,-,Pop
450,Oct 2000,1,Madonna,Music,9409.644,1,1,1,1,1,2,Pop
451,Oct 2000,2,Eminem,The Marshall Mathers LP,8640.957,3,5,7,9,3,14,Rap
452,Oct 2000,3,Britney Spears,Oops!... I Did It Again,7281.053000000001,6,21,7,41,6,17,Pop
453,Oct 2000,4,Nelly,Country Grammar,7127.52,2,-,66,-,7,-,Hip-Hop/Rap
454,Oct 2000,5,LL Cool J,GOAT Featuring James T. Smith: The Greatest Of All Time,6048.43,1,90,17,-,5,-,Hip-Hop/Rap
455,Oct 2000,6,Creed,Human Clay,5959.098000000001,4,-,-,-,4,35,Rock
456,Oct 2000,7,Three Doors Down,The Better Life,5472.863,8,-,45,-,18,-,
457,Oct 2000,8,N Sync,No Strings Attached,5395.437,8,63,57,-,-,-,
458,Oct 2000,9,The Corrs,In Blue,5353.589,21,12,5,15,-,4,Pop
459,Oct 2000,10,Red Hot Chili Peppers,Californication,4974.148,19,32,12,36,-,15,Rock
460,Oct 2000,11,Radiohead,Kid A,4952.255,1,1,4,1,1,2,Rock
461,Oct 2000,12,Baha Men,Who Let The Dogs Out,4776.911,7,-,-,-,-,-,World/International
462,Oct 2000,13,Boyz II Men,Nathan Michael Shawn Wanya,4670.92,4,-,24,47,-,25,R&B/Soul
463,Oct 2000,14,Destiny's Child,The Writing's On The Wall,4666.11,16,42,-,48,-,7,R&B/Soul
464,Oct 2000,15,Papa Roach,Infest,4553.982,11,-,-,-,9,-,Rock
465,Oct 2000,16,Moby,Play,4549.42,52,9,42,5,20,11,
466,Oct 2000,17,Barenaked Ladies,Maroon,4547.278,5,-,-,-,2,-,Adult Alternative
467,Oct 2000,18,Andrea Bocelli,Verdi,4532.141,23,35,22,45,-,20,World/International
468,Oct 2000,19,Bon Jovi,Crush,4368.079000000001,31,56,14,-,-,21,Rock & Roll
469,Oct 2000,20,Santana,Supernatural,4258.717000000001,45,23,19,16,-,39,Rock
470,Oct 2000,21,Pink,Can't Take Me Home,4254.056,29,13,-,-,-,10,
471,Oct 2000,22,Mystikal,Let's Get Ready,4204.5779999999995,1,-,-,-,-,-,Hip-Hop/Rap
472,Oct 2000,23,Eric Clapton & BB King,Riding With The King,4151.865,25,83,25,44,-,33,
473,Oct 2000,24,Dr Dre,Dr. Dre -- 2001,4128.289000000001,34,49,44,15,-,-,
474,Oct 2000,25,Various Artists,Now 4,4127.333,10,-,-,-,-,-,Hip-Hop/Rap
475,Oct 2000,26,Original Soundtrack,Coyote Ugly,4008.1479999999997,17,-,5,-,14,-,
476,Oct 2000,27,Mark Knopfler,Sailing To Philadelphia,3958.5359999999996,60,4,1,7,-,32,
477,Oct 2000,28,98 Degrees,Revelation,3833.7670000000003,2,-,-,-,2,40,Traditional Pop
478,Oct 2000,29,Sting,Brand New Day,3818.478,15,96,76,-,-,26,Rock
479,Oct 2000,30,Faith Hill,Breathe,3637.0290000000005,21,-,-,-,-,-,Country
480,Oct 2000,31,Wyclef Jean,The Ecleftic: 2 Sides II A Book,3610.428,26,-,39,-,-,-,J-Pop
481,Oct 2000,32,Cash Money Millionaires,Baller Blockin,3546.0290000000005,13,-,-,-,-,-,
482,Oct 2000,33,Too Short,You Nasty,3410.488,12,-,-,-,-,-,Hip-Hop/Rap
483,Oct 2000,34,Toni Braxton,The Heat,3384.6290000000004,28,99,71,-,-,-,R&B/Soul
484,Oct 2000,35,Limp Bizkit,Significant Other,3373.538,49,86,20,-,-,36,Alternative
485,Oct 2000,36,Green Day,Warning,3290.099,4,4,21,58,2,7,Punk
486,Oct 2000,37,Christina Aguilera,Christina Aguilera,3218.81,22,-,-,-,-,25,Pop
487,Oct 2000,38,Robbie Williams,Sing When You're Winning,3169.677,110,3,2,53,17,29,Pop
488,Oct 2000,39,Matchbox Twenty,Mad Season,3151.328,31,-,-,-,-,20,
489,Oct 2000,40,George Strait,George Strait,3093.974,7,-,-,-,-,-,Country
490,Oct 2000,41,Disturbed,The Sickness,3084.388,29,-,-,-,-,-,Metal
491,Oct 2000,42,Craig David,Born To Do It,3082.074,-,5,3,13,-,10,
492,Oct 2000,43,Yolanda Adams,Mountain High...Valley Low,2977.513,29,-,-,-,-,-,R&B/Soul
493,Oct 2000,44,Jill Scott,Who Is Jill Scott? - Words And Sounds Vol. 1,2932.933,44,75,-,-,-,-,R&B/Soul
494,Oct 2000,45,The Dixie Chicks,Fly,2927.5009999999997,26,-,-,-,-,-,
495,Oct 2000,46,Sarah Brightman,La Luna,2922.655,31,-,-,-,10,-,Pop
496,Oct 2000,47,Dj Clue,DJ Clue Presents: Backstage -- Mixtape (Music Inspired By The Film),2861.9990000000003,18,-,-,-,-,-,
497,Oct 2000,48,Bjork,SelmaSongs,2816.563,41,80,22,4,-,-,
498,Oct 2000,49,Fuel,Something Like Human,2805.333,17,-,-,-,-,12,
499,Oct 2000,50,Shyne,Shyne,2780.7509999999997,5,-,-,-,-,-,
500,Nov 2000,1,Limp Bizkit,Chocolate Starfish & The Hot Dog Flavoured Water,9084.414,1,8,1,21,1,1,Alternative
501,Nov 2000,2,Madonna,Music,7160.6269999999995,6,11,3,8,2,6,Pop
502,Nov 2000,3,Eminem,The Marshall Mathers LP,6775.816,9,5,10,19,6,24,Rap
503,Nov 2000,4,Nelly,Country Grammar,6403.03,2,93,69,-,16,-,Hip-Hop/Rap
504,Nov 2000,5,Britney Spears,Oops!... I Did It Again,6319.996,11,25,9,53,12,17,Pop
505,Nov 2000,6,Lenny Kravitz,Greatest Hits,5821.630999999999,2,12,2,-,2,17,Alternative
506,Nov 2000,7,Ja Rule,Rule 3:36,5722.678000000001,1,-,72,-,8,-,Hip-Hop/Rap
507,Nov 2000,8,U2,All That You Can't Leave Behind,5701.469,3,1,1,1,1,1,Rock
508,Nov 2000,9,Creed,Human Clay,5577.661,4,-,-,-,3,30,Rock
509,Nov 2000,10,Radiohead,Kid A,5338.608,10,17,14,24,1,9,Rock
510,Nov 2000,11,Baha Men,Who Let The Dogs Out,5060.572,5,-,-,-,-,-,World/International
511,Nov 2000,12,Three Doors Down,The Better Life,4789.687,8,-,71,-,18,-,
512,Nov 2000,13,N Sync,No Strings Attached,4755.749,13,59,76,-,15,-,
513,Nov 2000,14,Mystikal,Let's Get Ready,4646.556,3,-,-,-,-,-,Hip-Hop/Rap
514,Nov 2000,15,Papa Roach,Infest,4481.152,17,-,5,-,9,-,Rock
515,Nov 2000,16,Green Day,Warning,4476.43,14,41,38,-,4,13,Punk
516,Nov 2000,17,98 Degrees,Revelation,4461.161,5,-,-,-,11,-,Traditional Pop
517,Nov 2000,18,Ludacris,Back For The First Time,4369.399,4,-,-,-,-,-,Hip-Hop/Rap
518,Nov 2000,19,Mark Knopfler,Sailing To Philadelphia,3947.514,86,36,1,12,-,16,
519,Nov 2000,20,Destiny's Child,The Writing's On The Wall,3924.69,29,26,-,59,-,15,R&B/Soul
520,Nov 2000,21,Pink,Can't Take Me Home,3733.4629999999997,33,26,-,-,20,10,
521,Nov 2000,22,Moby,Play,3682.866,80,14,49,12,13,15,
522,Nov 2000,23,The Corrs,In Blue,3678.137,59,18,18,32,-,12,Pop
523,Nov 2000,24,Matchbox Twenty,Mad Season,3648.187,19,-,-,-,-,11,
524,Nov 2000,25,Scarface,The Last Of A Dying Breed,3555.865,11,-,-,-,-,-,Hip-Hop/Rap
525,Nov 2000,26,Faith Hill,Breathe,3494.119,20,-,-,-,-,-,Country
526,Nov 2000,27,Bow Wow,Beware Of Dog,3492.0029999999997,19,-,-,-,-,-,Hip-Hop/Rap
527,Nov 2000,28,Red Hot Chili Peppers,Californication,3420.369,50,46,30,60,-,22,Rock
528,Nov 2000,29,Bon Jovi,Crush,3417.613,40,77,48,-,-,38,Rock & Roll
529,Nov 2000,30,Dido,No Angel,3414.87,31,59,-,-,-,-,Alternative
530,Nov 2000,31,Aaron Carter,Aaron's Party (Come Get It),3371.881,23,-,-,-,-,-,Pop
531,Nov 2000,32,Christina Aguilera,Christina Aguilera,3363.756,33,42,-,-,-,21,Pop
532,Nov 2000,33,Various Artists,Now 4,3266.025,25,-,-,-,-,-,Hip-Hop/Rap
533,Nov 2000,34,Jay-Z,The Dynasty - Roc La Familia,3240.357,1,86,-,-,5,-,
534,Nov 2000,35,OutKast,Stankonia,3214.449,2,-,60,-,4,-,Hip-Hop/Rap
535,Nov 2000,36,Original Soundtrack,Charlie s Angels,3197.534,7,-,-,-,6,-,
536,Nov 2000,37,The Wallflowers,(Breach),3157.426,13,-,-,-,9,-,
537,Nov 2000,38,Dr Dre,Dr. Dre -- 2001,3147.5429999999997,52,56,66,29,-,-,
538,Nov 2000,39,Barenaked Ladies,Maroon,3104.8959999999997,21,-,-,-,11,-,Adult Alternative
539,Nov 2000,40,Original Soundtrack,Coyote Ugly,3090.607,45,-,6,-,15,-,
540,Nov 2000,41,Kenny Chesney,Greatest Hits,3054.741,27,-,-,-,-,-,Country
541,Nov 2000,42,Wyclef Jean,The Ecleftic: 2 Sides II A Book,3045.2059999999997,26,-,-,-,-,-,J-Pop
542,Nov 2000,43,Everlast,Eat At Whitey's,3039.986,20,-,11,-,20,-,Singer/Songwriter
543,Nov 2000,44,The Dixie Chicks,Fly,3023.007,27,-,-,-,-,-,
544,Nov 2000,45,Paul Simon,You're The One,2970.86,30,68,17,73,-,-,
545,Nov 2000,46,Jill Scott,Who Is Jill Scott? - Words And Sounds Vol. 1,2953.5690000000004,41,69,-,-,-,-,R&B/Soul
546,Nov 2000,47,Shyne,Shyne,2945.505,20,-,-,-,-,-,
547,Nov 2000,48,Celine Dion,The Collector's Series Vol. 1,2940.217,28,30,28,-,4,-,
548,Nov 2000,49,Santana,Supernatural,2917.6679999999997,77,42,45,42,-,-,Rock
549,Nov 2000,50,LL Cool J,GOAT Featuring James T. Smith: The Greatest Of All Time,2896.6090000000004,24,-,46,-,-,-,Hip-Hop/Rap
550,Dec 2000,1,The Beatles,1,11428.428999999998,1,1,1,-,1,1,Pop
551,Dec 2000,2,Sade,Lovers Rock,7578.398,3,31,4,5,15,-,Soul
552,Dec 2000,3,Britney Spears,Oops!... I Did It Again,7112.512,5,22,8,22,10,36,Pop
553,Dec 2000,4,Limp Bizkit,Chocolate Starfish & The Hot Dog Flavoured Water,7004.081,3,35,12,70,3,7,Alternative
554,Dec 2000,5,U2,All That You Can't Leave Behind,6977.4580000000005,5,20,3,9,1,2,Rock
555,Dec 2000,6,R Kelly,TP-2.com,6431.089,1,74,9,16,7,-,
556,Dec 2000,7,Various Artists,Now 5,6352.268,2,-,-,-,-,-,Hip-Hop/Rap
557,Dec 2000,8,Ricky Martin,Sound Loaded,6252.74,4,40,22,-,3,6,World/International
558,Dec 2000,9,Lenny Kravitz,Greatest Hits,6220.374,11,41,5,-,5,18,Alternative
559,Dec 2000,10,Madonna,Music,5981.033,21,4,5,6,19,9,Pop
560,Dec 2000,11,Offspring,Conspiracy Of One,5744.081,9,35,8,8,4,4,
561,Dec 2000,12,Eminem,The Marshall Mathers LP,5673.481,22,2,15,11,14,38,Rap
562,Dec 2000,13,Enya,A Day Without Rain,5550.206,17,6,3,35,16,4,World
563,Dec 2000,14,Creed,Human Clay,5490.085999999999,4,-,-,-,10,42,Rock
564,Dec 2000,15,N Sync,No Strings Attached,5048.788,9,58,-,-,12,-,
565,Dec 2000,16,Charlotte Church,Dream A Dream,4988.175,7,30,-,-,15,-,Pop
566,Dec 2000,17,OutKast,Stankonia,4930.819,2,-,-,-,18,-,Hip-Hop/Rap
567,Dec 2000,18,Baha Men,Who Let The Dogs Out,4675.92,9,-,-,-,-,25,World/International
568,Dec 2000,19,Nelly,Country Grammar,4646.06,6,-,81,-,-,-,Hip-Hop/Rap
